,jaccard index-1,jaccard index-50,jaccard index-100,jaccard index-250
2019-01-17,0.9259259259259259,0.5079365079365079,0.5512820512820513,0.4224137931034483
2019-01-18,0.9642857142857143,0.5161290322580645,0.5384615384615384,0.4224137931034483
2019-01-19,0.896551724137931,0.532258064516129,0.5384615384615384,0.4260869565217391
2019-01-20,0.9629629629629629,0.4838709677419355,0.5384615384615384,0.4260869565217391
2019-01-21,1.0,0.4838709677419355,0.5384615384615384,0.4260869565217391
2019-01-22,1.0,0.4838709677419355,0.5384615384615384,0.45217391304347826
2019-01-23,0.9285714285714286,0.46774193548387094,0.5384615384615384,0.40869565217391307
2019-01-24,0.9333333333333333,0.49206349206349204,0.5316455696202531,0.41739130434782606
2019-01-25,0.9354838709677419,0.4603174603174603,0.5316455696202531,0.42105263157894735
2019-01-26,0.9032258064516129,0.4603174603174603,0.5316455696202531,0.42105263157894735
2019-01-27,0.9310344827586207,0.4603174603174603,0.5316455696202531,0.42105263157894735
2019-01-28,1.0,0.4603174603174603,0.5316455696202531,0.4298245614035088
2019-01-29,0.9,0.47619047619047616,0.5316455696202531,0.41228070175438597
2019-01-30,0.967741935483871,0.47619047619047616,0.5316455696202531,0.41228070175438597
2019-01-31,1.0,0.47619047619047616,0.5316455696202531,0.41228070175438597
2019-02-01,0.967741935483871,0.47619047619047616,0.5316455696202531,0.41228070175438597
